DATE,PRICE,ADDRESS,AREAS,BEDROOMS,PARKING-SPACES,BATHROOMS,CONDOMÍNIO,IPTU,TIPO
2021-08-05 16:34:21.827311-03:00,R$ 355.000,"Rua T 36, Setor Bueno",111 m²,4,2,3,R$ 700,R$ 1.000,apartamentos
2021-08-05 16:34:21.827785-03:00,R$ 680.000,"Serrinha, Goiânia",110 m²,4,3,5,R$ 640,R$ 880,apartamentos
2021-08-05 16:34:21.829625-03:00,R$ 2.650.000,"Avenida Americano do Brasil, Setor Marista",317 m²,4,4,6,,,apartamentos
2021-08-05 16:34:21.830588-03:00,R$ 490.000,"Rua T 58, Setor Bueno",138 m²,4,1,3,R$ 721,R$ 2.100,apartamentos
2021-08-05 16:34:21.831583-03:00,R$ 1.200.000,"Jardim Goiás, Goiânia",168 m²,3,3,4,R$ 760,R$ 1.500,apartamentos
2021-08-05 16:34:21.832593-03:00,R$ 996.000,"Rua C 248, Nova Suica",482 m²,5,4,6,,,apartamentos
2021-08-05 16:34:21.833247-03:00,R$ 515.000,"Nova Suica, Goiânia",122 m²,3,2,4,R$ 1.000,R$ 2.000,apartamentos
2021-08-05 16:34:21.834066-03:00,R$ 790.000,"Jardim Goiás, Goiânia",127 m²,3,2,4,R$ 730,,apartamentos
2021-08-05 16:34:21.834853-03:00,R$ 265.000,"Rua C86, Vila Alpes",58 m²,2,1,2,R$ 380,,apartamentos
2021-08-05 16:34:21.835627-03:00,R$ 1.400.000,"Setor Central, Goiânia",230 m²,4,,4,,,apartamentos
2021-08-05 16:34:21.836263-03:00,R$ 775.000,"Rua T 48, Setor Bueno",155 m²,3,3,4,,,apartamentos
2021-08-05 16:34:21.836918-03:00,R$ 180.000,"Rua do Cobre, Parque Oeste Industrial",58 m²,2,1,1,R$ 350,,apartamentos
2021-08-05 16:34:21.837662-03:00,R$ 1.300.000,"Praça T 23, Setor Bueno",166 m²,4,3,4,R$ 850,R$ 1.900,apartamentos
2021-08-05 16:34:21.838512-03:00,R$ 170.000,"Rua 90, Setor Sul",72 m²,3,1,2,R$ 450,R$ 600,apartamentos
2021-08-05 16:34:21.839323-03:00,R$ 750.000,"Rua T 29, Setor Bueno",148 m²,4,2,4,R$ 500,,apartamentos
2021-08-05 16:34:21.840108-03:00,R$ 1.250.000,"Rua 11, Setor Oeste",242 m²,4,3,5,R$ 2.400,,apartamentos
2021-08-05 16:34:21.840877-03:00,R$ 165.000,"Rua do Mato, Setor Sul",43 m²,1,1,1,R$ 420,,apartamentos
2021-08-05 16:34:21.841952-03:00,R$ 285.000,"Vila Alpes, Goiânia",64 m²,2,1,2,R$ 230,,apartamentos
2021-08-05 16:34:21.842837-03:00,R$ 235.000,"Avenida Nápoli, Eldorado Parque",64 m²,2,2,2,R$ 290,,apartamentos
2021-08-05 16:34:21.843617-03:00,R$ 180.000,"Vila São Luiz, Goiânia",74 m²,3,1,2,R$ 300,R$ 400,apartamentos
2021-08-05 16:34:21.844512-03:00,R$ 399.000,"Rua 20, Setor Central",89 m²,3,2,2,R$ 600,,apartamentos
2021-08-05 16:34:21.845218-03:00,R$ 455.000,"Rua 1, Setor Oeste",156 m²,2,2,3,,,apartamentos
2021-08-05 16:34:21.845883-03:00,R$ 270.000,"Rua Marajó, Parque Amazônia",60 m²,2,1,2,R$ 303,,apartamentos
2021-08-05 16:34:21.846645-03:00,R$ 180.000,"Rua Dona Isoleta, Vila Rosa",60 m²,2,1,2,R$ 200,,apartamentos
2021-08-05 16:34:21.847263-03:00,R$ 300.000,"Rua 226, Setor Leste Universitário",64 m²,2,1,2,R$ 290,,apartamentos
2021-08-05 16:34:21.847706-03:00,R$ 620.000,"Rua T 30, Setor Bueno",100 m²,3,2,3,R$ 500,R$ 1.400,apartamentos
2021-08-05 16:34:21.848159-03:00,R$ 270.000,"Avenida Tocantins, Setor Aeroporto",131 m²,3,1,2,R$ 500,,apartamentos
2021-08-05 16:34:21.848684-03:00,R$ 420.000,"Residencial Porto Seguro, Goiânia",105 m²,3,2,3,R$ 590,,apartamentos
2021-08-05 16:34:21.849124-03:00,R$ 270.000,"Avenida Assis Chateaubriand, Oeste",110 m²,3,2,2,R$ 600,,apartamentos
2021-08-05 16:34:21.849551-03:00,R$ 317.800,"Avenida Pedro Paulo de Souza, Setor Goiânia 2",80 m²,3,2,2,R$ 320,R$ 400,apartamentos
2021-08-05 16:34:21.849991-03:00,R$ 235.000,"Rua 1031, Setor Pedro Ludovico",80 m²,3,1,2,R$ 500,R$ 700,apartamentos
2021-08-05 16:34:21.850430-03:00,R$ 409.072,"Avenida Terceira Radial, Setor Pedro Ludovico",76 m²,3,2,2,R$ 300,,apartamentos
2021-08-05 16:34:21.850871-03:00,R$ 650.000,"Avenida T 13, Setor Bueno",94 m²,3,2,3,R$ 480,,apartamentos
2021-08-05 16:34:21.851268-03:00,R$ 597.000,"Rua 143, Setor Marista",115 m²,3,2,3,,,apartamentos
2021-08-05 16:34:21.851664-03:00,R$ 315.000,"Avenida Assis Chateaubriand, Setor Oeste",150 m²,3,1,3,R$ 750,,apartamentos
2021-08-05 16:34:21.852060-03:00,R$ 775.000,"Setor Bueno, Goiânia",156 m²,3,3,5,,,apartamentos
2021-08-05 16:34:21.852429-03:00,R$ 1.450.000,"Rua 56, Jardim Goiás",170 m²,4,2,5,,,apartamentos
2021-08-05 16:34:21.852780-03:00,R$ 220.000,"Avenida Virgílio Joaquim Ferreira, Parque Flamboyant",75 m²,3,2,2,R$ 320,,apartamentos
2021-08-05 16:34:21.853172-03:00,R$ 220.000,"Avenida 85, Setor Bueno",89 m²,3,1,3,R$ 500,,apartamentos
2021-08-05 16:34:21.853686-03:00,R$ 483.586,"Rua 260, Setor Leste Universitário",83 m²,3,1,3,,,apartamentos
2021-08-05 16:34:21.854037-03:00,R$ 999.327,"Rua 1128, Setor Marista",149 m²,3,2,5,R$ 700,R$ 850,apartamentos
2021-08-05 16:34:21.854526-03:00,R$ 1.095.000,"Rua 1128, Setor Marista",162 m²,3,3,5,R$ 700,,apartamentos
2021-08-05 16:34:21.854914-03:00,R$ 840.000,"Rua T 51, Setor Bueno",133 m²,3,2,5,R$ 550,R$ 800,apartamentos
2021-08-05 16:34:21.855346-03:00,R$ 30.500,"Avenida Aristóteles, Jardim Mariliza",52 m²,2,1,1,,,apartamentos
2021-08-05 16:34:21.855716-03:00,R$ 810.000,"Rua 1124, Setor Marista",125 m²,3,2,5,R$ 500,R$ 1.500,apartamentos
2021-08-05 16:34:21.856138-03:00,R$ 450.000,"Rua C38, Jardim América",89 m²,3,2,4,R$ 540,R$ 960,apartamentos
2021-08-05 16:34:21.856607-03:00,R$ 380.000,"Setor Bela Vista, Goiânia",92 m²,4,2,3,,,apartamentos
2021-08-05 16:34:21.856964-03:00,R$ 450.000,"Avenida T 15, Setor Bueno",98 m²,3,2,5,R$ 450,R$ 900,apartamentos
2021-08-05 16:34:21.857380-03:00,R$ 455.000,"Avenida Copacabana, Jardim Atlântico",94 m²,3,2,3,R$ 350,R$ 1.000,apartamentos
2021-08-05 16:34:21.857857-03:00,R$ 760.500,"Rua T 30, Setor Bueno",125 m²,3,2,5,R$ 550,,apartamentos
2021-08-05 16:34:21.858249-03:00,R$ 1.700.000,"Rua C238, Setor Bueno",258 m²,4,4,6,R$ 1.100,,apartamentos
2021-08-05 16:34:21.858651-03:00,R$ 239.000,"Setor Faiçalville, Goiânia",62 m²,2,1,2,,,apartamentos
2021-08-05 16:34:21.859014-03:00,R$ 670.000,"Rua do Parque, Jardim Atlântico",106 m²,3,2,3,,,apartamentos
2021-08-05 16:34:21.859366-03:00,R$ 249.000,"Rua MDV 24, Moinho dos Ventos",83 m²,3,1,2,R$ 150,R$ 150,apartamentos
2021-08-05 16:34:21.859812-03:00,R$ 169.000,"Avenida Bela Vista, Parque Acalanto",65 m²,2,,1,R$ 220,R$ 300,apartamentos
2021-08-05 16:34:21.860347-03:00,R$ 635.000,"Avenida Copacabana, Jardim Atlântico",116 m²,3,2,4,,,apartamentos
2021-08-05 16:34:21.860688-03:00,R$ 470.000,"Avenida Trieste, Village Veneza",112 m²,4,2,4,,,apartamentos
2021-08-05 16:34:21.861010-03:00,R$ 779.999,"Rua T 27, Setor Bueno",151 m²,3,2,4,R$ 509,R$ 1.299,apartamentos
2021-08-05 16:34:21.861462-03:00,R$ 999.999,"Rua 24, Setor Marista",160 m²,3,3,5,R$ 499,R$ 1.105,apartamentos
2021-08-05 16:34:21.861886-03:00,R$ 322.000,"Setor Oeste, Goiânia",67 m²,2,1,2,R$ 350,,apartamentos
2021-08-05 16:34:21.862311-03:00,R$ 3.995.068,"Avenida T 5, Setor Bueno",398 m²,4,4,5,R$ 1.700,R$ 3.000,apartamentos
2021-08-05 16:34:21.862749-03:00,R$ 1.269.000,"Rua 1141, Setor Marista",177 m²,3,3,3,R$ 650,R$ 2.500,apartamentos
2021-08-05 16:34:21.863178-03:00,R$ 315.000,"Avenida Assis Chateaubriand, Setor Oeste",150 m²,3,1,3,R$ 750,,apartamentos
2021-08-05 16:34:21.863599-03:00,R$ 775.000,"Setor Bueno, Goiânia",156 m²,3,3,5,,,apartamentos
2021-08-05 16:34:21.863941-03:00,R$ 1.450.000,"Rua 56, Jardim Goiás",170 m²,4,2,5,,,apartamentos
2021-08-05 16:34:21.864270-03:00,R$ 220.000,"Avenida Virgílio Joaquim Ferreira, Parque Flamboyant",75 m²,3,2,2,R$ 320,,apartamentos
2021-08-05 16:34:21.864675-03:00,R$ 220.000,"Avenida 85, Setor Bueno",89 m²,3,1,3,R$ 500,,apartamentos
2021-08-05 16:34:21.865059-03:00,R$ 483.586,"Rua 260, Setor Leste Universitário",83 m²,3,1,3,,,apartamentos
2021-08-05 16:34:21.865392-03:00,R$ 999.327,"Rua 1128, Setor Marista",149 m²,3,2,5,R$ 700,R$ 850,apartamentos
2021-08-05 16:34:21.865846-03:00,R$ 1.095.000,"Rua 1128, Setor Marista",162 m²,3,3,5,R$ 700,,apartamentos
2021-08-05 16:34:21.866218-03:00,R$ 840.000,"Rua T 51, Setor Bueno",133 m²,3,2,5,R$ 550,R$ 800,apartamentos
2021-08-05 16:34:21.866653-03:00,R$ 30.500,"Avenida Aristóteles, Jardim Mariliza",52 m²,2,1,1,,,apartamentos
2021-08-05 16:34:21.866985-03:00,R$ 810.000,"Rua 1124, Setor Marista",125 m²,3,2,5,R$ 500,R$ 1.500,apartamentos
2021-08-05 16:34:21.867432-03:00,R$ 450.000,"Rua C38, Jardim América",89 m²,3,2,4,R$ 540,R$ 960,apartamentos
2021-08-05 16:34:21.867890-03:00,R$ 380.000,"Setor Bela Vista, Goiânia",92 m²,4,2,3,,,apartamentos
2021-08-05 16:34:21.868243-03:00,R$ 450.000,"Avenida T 15, Setor Bueno",98 m²,3,2,5,R$ 450,R$ 900,apartamentos
2021-08-05 16:34:21.868678-03:00,R$ 455.000,"Avenida Copacabana, Jardim Atlântico",94 m²,3,2,3,R$ 350,R$ 1.000,apartamentos
2021-08-05 16:34:21.869108-03:00,R$ 760.500,"Rua T 30, Setor Bueno",125 m²,3,2,5,R$ 550,,apartamentos
2021-08-05 16:34:21.869503-03:00,R$ 1.700.000,"Rua C238, Setor Bueno",258 m²,4,4,6,R$ 1.100,,apartamentos
2021-08-05 16:34:21.869884-03:00,R$ 239.000,"Setor Faiçalville, Goiânia",62 m²,2,1,2,,,apartamentos
2021-08-05 16:34:21.870236-03:00,R$ 670.000,"Rua do Parque, Jardim Atlântico",106 m²,3,2,3,,,apartamentos
2021-08-05 16:34:21.870613-03:00,R$ 249.000,"Rua MDV 24, Moinho dos Ventos",83 m²,3,1,2,R$ 150,R$ 150,apartamentos
2021-08-05 16:34:21.871032-03:00,R$ 381.000,"Rua Caapi, Parque Amazônia",83 m²,3,1,2,,,apartamentos
2021-08-05 16:34:21.871654-03:00,R$ 539.000,"Avenida Olinda, Park Lozândes",105 m²,3,2,4,R$ 420,R$ 550,apartamentos
2021-08-05 16:34:21.872229-03:00,R$ 370.000,"Jardim Goiás, Goiânia",86 m²,3,2,2,R$ 500,,apartamentos
2021-08-05 16:34:21.872730-03:00,R$ 620.772,"Rua 78, Jardim Goiás",132 m²,3,2,4,,,apartamentos
2021-08-05 16:34:21.873184-03:00,R$ 790.000,"Setor Bueno, Goiânia",149 m²,3,2,4,R$ 660,,apartamentos
2021-08-05 16:34:21.873646-03:00,R$ 250.000,"Jardim América, Goiânia",60 m²,2,1,1,R$ 320,,apartamentos
2021-08-05 16:34:21.874079-03:00,R$ 340.000,"Rua C146, Jardim América",92 m²,2,1,2,R$ 200,,apartamentos
2021-08-05 16:34:21.874539-03:00,R$ 600.000,"Rua T 52, Setor Bueno",110 m²,3,2,4,,,apartamentos
2021-08-05 16:34:21.874913-03:00,R$ 215.000,"Rua Dona Stela, Setor Negrão de Lima",52 m²,2,1,1,R$ 248,R$ 250,apartamentos
2021-08-05 16:34:21.875367-03:00,R$ 750.365,"Rua C237, Jardim América",120 m²,3,2,5,,,apartamentos
2021-08-05 16:34:21.875742-03:00,R$ 200.000,"Avenida Oeste, Setor Central",71 m²,3,1,2,R$ 439,R$ 985,apartamentos
2021-08-05 16:34:21.876197-03:00,R$ 570.000,"Rua T 52, Setor Bueno",67 m²,2,1,2,R$ 320,,apartamentos
2021-08-05 16:34:21.876621-03:00,R$ 210.000,"Avenida Laguna, Jardim Atlântico",58 m²,2,1,2,R$ 360,R$ 25,apartamentos
2021-08-05 16:34:21.877083-03:00,R$ 410.000,"Setor Pedro Ludovico, Goiânia",87 m²,3,2,3,R$ 470,,apartamentos
2021-08-05 16:34:21.877529-03:00,R$ 355.000,"Rua T 36, Setor Bueno",111 m²,4,2,3,R$ 700,R$ 1.000,apartamentos
2021-08-05 16:34:21.877952-03:00,R$ 680.000,"Serrinha, Goiânia",110 m²,4,3,5,R$ 640,R$ 880,apartamentos
2021-08-05 16:34:21.878427-03:00,R$ 2.650.000,"Avenida Americano do Brasil, Setor Marista",317 m²,4,4,6,,,apartamentos
2021-08-05 16:34:21.878784-03:00,R$ 490.000,"Rua T 58, Setor Bueno",138 m²,4,1,3,R$ 721,R$ 2.100,apartamentos
2021-08-05 16:34:21.879254-03:00,R$ 1.200.000,"Jardim Goiás, Goiânia",168 m²,3,3,4,R$ 760,R$ 1.500,apartamentos
2021-08-05 16:34:21.879811-03:00,R$ 996.000,"Rua C 248, Nova Suica",482 m²,5,4,6,,,apartamentos
2021-08-05 16:34:21.880280-03:00,R$ 515.000,"Nova Suica, Goiânia",122 m²,3,2,4,R$ 1.000,R$ 2.000,apartamentos
2021-08-05 16:34:21.881015-03:00,R$ 790.000,"Jardim Goiás, Goiânia",127 m²,3,2,4,R$ 730,,apartamentos
2021-08-05 16:34:21.881663-03:00,R$ 265.000,"Rua C86, Vila Alpes",58 m²,2,1,2,R$ 380,,apartamentos
2021-08-05 16:34:21.882131-03:00,R$ 1.400.000,"Setor Central, Goiânia",230 m²,4,,4,,,apartamentos
2021-08-05 16:34:21.882509-03:00,R$ 315.000,"Avenida Assis Chateaubriand, Setor Oeste",150 m²,3,1,3,R$ 750,,apartamentos
2021-08-05 16:34:21.882956-03:00,R$ 775.000,"Setor Bueno, Goiânia",156 m²,3,3,5,,,apartamentos
2021-08-05 16:34:21.883330-03:00,R$ 1.450.000,"Rua 56, Jardim Goiás",170 m²,4,2,5,,,apartamentos
2021-08-05 16:34:21.883701-03:00,R$ 220.000,"Avenida Virgílio Joaquim Ferreira, Parque Flamboyant",75 m²,3,2,2,R$ 320,,apartamentos
2021-08-05 16:34:21.884104-03:00,R$ 220.000,"Avenida 85, Setor Bueno",89 m²,3,1,3,R$ 500,,apartamentos
2021-08-05 16:34:21.884560-03:00,R$ 483.586,"Rua 260, Setor Leste Universitário",83 m²,3,1,3,,,apartamentos
2021-08-05 16:34:21.884923-03:00,R$ 999.327,"Rua 1128, Setor Marista",149 m²,3,2,5,R$ 700,R$ 850,apartamentos
2021-08-05 16:34:21.885397-03:00,R$ 1.095.000,"Rua 1128, Setor Marista",162 m²,3,3,5,R$ 700,,apartamentos
2021-08-05 16:34:21.885813-03:00,R$ 840.000,"Rua T 51, Setor Bueno",133 m²,3,2,5,R$ 550,R$ 800,apartamentos
2021-08-05 16:34:21.886248-03:00,R$ 30.500,"Avenida Aristóteles, Jardim Mariliza",52 m²,2,1,1,,,apartamentos
2021-08-05 16:34:21.886607-03:00,R$ 810.000,"Rua 1124, Setor Marista",125 m²,3,2,5,R$ 500,R$ 1.500,apartamentos
2021-08-05 16:34:21.887038-03:00,R$ 450.000,"Rua C38, Jardim América",89 m²,3,2,4,R$ 540,R$ 960,apartamentos
2021-08-05 16:34:21.887503-03:00,R$ 380.000,"Setor Bela Vista, Goiânia",92 m²,4,2,3,,,apartamentos
2021-08-05 16:34:21.887848-03:00,R$ 450.000,"Avenida T 15, Setor Bueno",98 m²,3,2,5,R$ 450,R$ 900,apartamentos
2021-08-05 16:34:21.888321-03:00,R$ 455.000,"Avenida Copacabana, Jardim Atlântico",94 m²,3,2,3,R$ 350,R$ 1.000,apartamentos
2021-08-05 16:34:21.888769-03:00,R$ 760.500,"Rua T 30, Setor Bueno",125 m²,3,2,5,R$ 550,,apartamentos
2021-08-05 16:34:21.889149-03:00,R$ 1.700.000,"Rua C238, Setor Bueno",258 m²,4,4,6,R$ 1.100,,apartamentos
2021-08-05 16:34:21.889549-03:00,R$ 239.000,"Setor Faiçalville, Goiânia",62 m²,2,1,2,,,apartamentos
2021-08-05 16:34:21.889911-03:00,R$ 670.000,"Rua do Parque, Jardim Atlântico",106 m²,3,2,3,,,apartamentos
2021-08-05 16:34:21.890260-03:00,R$ 249.000,"Rua MDV 24, Moinho dos Ventos",83 m²,3,1,2,R$ 150,R$ 150,apartamentos
2021-08-05 16:34:21.890712-03:00,R$ 169.000,"Avenida Bela Vista, Parque Acalanto",65 m²,2,,1,R$ 220,R$ 300,apartamentos
2021-08-05 16:34:21.891126-03:00,R$ 635.000,"Avenida Copacabana, Jardim Atlântico",116 m²,3,2,4,,,apartamentos
2021-08-05 16:34:21.891482-03:00,R$ 470.000,"Avenida Trieste, Village Veneza",112 m²,4,2,4,,,apartamentos
2021-08-05 16:34:21.891814-03:00,R$ 779.999,"Rua T 27, Setor Bueno",151 m²,3,2,4,R$ 509,R$ 1.299,apartamentos
2021-08-05 16:34:21.892240-03:00,R$ 145.000,"Avenida Senador Péricles, Setor Negrão de Lima",58 m²,2,1,1,R$ 200,R$ 280,apartamentos
2021-08-05 16:34:21.892680-03:00,R$ 330.000,"Rua Cacauí, Parque Amazônia",79 m²,3,2,2,R$ 390,,apartamentos
2021-08-05 16:34:21.893057-03:00,R$ 285.000,"Rua Dona Isoleta, Vila Rosa",60 m²,2,1,2,R$ 300,,apartamentos
2021-08-05 16:34:21.893455-03:00,R$ 220.000,"Rua Gladiolo, Parque Oeste Industrial",54 m²,2,1,2,,,apartamentos
2021-08-05 16:34:21.893819-03:00,R$ 870.000,"Rua T 36, Setor Bueno",165 m²,3,3,5,R$ 800,,apartamentos
2021-08-05 16:34:21.894216-03:00,R$ 1.650.000,"Rua 1141, Setor Marista",230 m²,4,3,5,R$ 800,R$ 1.200,apartamentos
2021-08-05 16:34:21.894726-03:00,R$ 230.000,"Parque Amazônia, Goiânia",64 m²,2,1,2,R$ 250,,apartamentos
2021-08-05 16:34:21.895161-03:00,R$ 590.000,"Rua S 2, Setor Bela Vista",134 m²,4,2,3,R$ 1.000,,apartamentos
2021-08-05 16:34:21.895634-03:00,R$ 289.000,"Avenida dos Diamantes, Setor Recanto das Minas Gerais",91 m²,2,2,3,,,apartamentos
2021-08-05 16:34:21.895974-03:00,R$ 850.000,"Setor Bueno, Goiânia",122 m²,3,2,4,,,apartamentos
2021-08-05 16:34:21.896317-03:00,R$ 599.000,"Setor Bueno, Goiânia",112 m²,3,2,5,R$ 600,,apartamentos
2021-08-05 16:34:21.896772-03:00,R$ 370.000,"Alameda Imbé, Parque Amazônia",88 m²,3,2,2,R$ 350,R$ 500,apartamentos
2021-08-05 16:34:21.897190-03:00,R$ 420.000,"Rua Jaçanã, Parque Amazônia",96 m²,3,2,3,R$ 450,,apartamentos
2021-08-05 16:34:21.897589-03:00,R$ 130.000,"Rua Maceió, Parque Amazônia",54 m²,2,1,1,R$ 300,,apartamentos
2021-08-05 16:34:21.897965-03:00,R$ 475.000,"Setor Bueno, Goiânia",102 m²,3,1,3,,,apartamentos
2021-08-05 16:34:21.898321-03:00,R$ 2.200.000,"Setor Marista, Goiânia",286 m²,4,4,5,,,apartamentos
2021-08-05 16:34:21.898679-03:00,R$ 1.300.000,"Setor Bueno, Goiânia",166 m²,4,3,6,R$ 1.100,,apartamentos
2021-08-05 16:34:21.899091-03:00,R$ 3.700.000,"Setor Marista, Goiânia",362 m²,4,4,5,,,apartamentos
2021-08-05 16:34:21.899439-03:00,R$ 345.000,"Rua Uirapuru, Parque Amazônia",76 m²,3,2,2,,,apartamentos
2021-08-05 16:34:21.899790-03:00,R$ 310.000,"Vila Rosa, Goiânia",73 m²,3,2,4,,,apartamentos
2021-08-05 16:34:21.900123-03:00,R$ 410.000,"Rua K, Setor Oeste",63 m²,2,1,2,R$ 480,R$ 650,apartamentos
2021-08-05 16:34:21.900580-03:00,R$ 289.000,"Avenida Senador Péricles, Setor Negrão de Lima",75 m²,3,1,1,R$ 320,R$ 389,apartamentos
2021-08-05 16:34:21.900991-03:00,R$ 249.000,"Rua 262, Setor Leste Universitário",80 m²,3,1,1,R$ 300,R$ 328,apartamentos
2021-08-05 16:34:21.901419-03:00,R$ 349.000,"Setor Central, Goiânia",89 m²,3,1,3,R$ 560,R$ 741,apartamentos
2021-08-05 16:34:21.901850-03:00,R$ 520.500,"Setor Bueno, Goiânia",94 m²,1,2,3,R$ 460,R$ 1.100,apartamentos
2021-08-05 16:34:21.902270-03:00,R$ 338.000,"Avenida Pedro Paulo de Souza, Goiania 2",79 m²,3,2,2,R$ 300,R$ 700,apartamentos
2021-08-05 16:34:21.902719-03:00,R$ 287.765,"Avenida Terceira Radial, Setor Pedro Ludovico",63 m²,2,1,2,,,apartamentos
2021-08-05 16:34:21.903079-03:00,R$ 630.000,"Rua VV 8, Village Veneza",127 m²,3,2,4,,,apartamentos
2021-08-05 16:34:21.903442-03:00,R$ 420.000,"Avenida Assis Chateaubriand, Setor Oeste",148 m²,3,2,3,R$ 550,,apartamentos
2021-08-05 16:34:21.903836-03:00,R$ 514.869,"Rua C228, Jardim América",82 m²,3,2,3,,,apartamentos
2021-08-05 16:34:21.904165-03:00,R$ 229.000,"Vila Rosa, Goiânia",56 m²,2,1,2,R$ 250,,apartamentos
2021-08-05 16:34:21.904558-03:00,R$ 280.000,"Rua 84, Setor Sul",146 m²,3,1,3,R$ 400,,apartamentos
2021-08-05 16:34:21.904939-03:00,R$ 117.000,"Avenida Araguaia, Setor Central",38 m²,1,1,1,R$ 550,R$ 500,apartamentos
2021-08-05 16:34:21.905370-03:00,R$ 264.474,"Rua C 154, Jardim América",59 m²,2,1,1,R$ 220,,apartamentos
2021-08-05 16:34:21.905774-03:00,R$ 399.000,"Alto da Glória, Goiânia",95 m²,3,2,1,R$ 565,R$ 109,apartamentos
2021-08-05 16:34:21.906189-03:00,R$ 228.000,"Setor Bueno, Goiânia",39 m²,1,1,1,,,apartamentos
2021-08-05 16:34:21.906554-03:00,R$ 208.000,"Vila Rosa, Goiânia",56 m²,2,1,2,R$ 350,R$ 400,apartamentos
2021-08-05 16:34:21.906966-03:00,R$ 980.000,"Rua 25, Setor Marista",158 m²,3,3,5,R$ 700,R$ 110,apartamentos
2021-08-05 16:34:21.907418-03:00,R$ 390.000,"Rua VV 5, Village Veneza",89 m²,3,2,2,R$ 500,R$ 200,apartamentos
2021-08-05 16:34:21.907825-03:00,R$ 250.000,"Parque Amazônia, Goiânia",72 m²,3,1,2,R$ 400,,apartamentos
2021-08-05 16:34:21.908266-03:00,R$ 675.000,"Jardim Goiás, Goiânia",113 m²,3,3,1,R$ 667,,apartamentos
2021-08-05 16:34:21.908669-03:00,R$ 280.000,"Residencial Eldorado, Goiânia",69 m²,3,2,2,R$ 400,R$ 300,apartamentos
2021-08-05 16:34:21.909096-03:00,R$ 225.000,"Rua de Icarai, Jardim Atlântico",62 m²,2,1,1,R$ 400,,apartamentos
2021-08-05 16:34:21.909519-03:00,R$ 580.000,"Residencial Eldorado Expansao, Goiânia",100 m²,3,2,3,R$ 450,R$ 479,apartamentos
2021-08-05 16:34:21.909926-03:00,R$ 390.000,"Rua T 60, Setor Bueno",158 m²,3,1,2,R$ 600,R$ 1,apartamentos
2021-08-05 16:34:21.910339-03:00,R$ 313.000,"Rua Caapi, Parque Amazônia",64 m²,2,1,2,,,apartamentos
2021-08-05 16:34:21.910678-03:00,R$ 381.000,"Rua Caapi, Parque Amazônia",83 m²,3,1,2,,,apartamentos
2021-08-05 16:34:21.911002-03:00,R$ 539.000,"Avenida Olinda, Park Lozândes",105 m²,3,2,4,R$ 420,R$ 550,apartamentos
2021-08-05 16:34:21.911523-03:00,R$ 381.000,"Rua Caapi, Parque Amazônia",83 m²,3,1,2,,,apartamentos
2021-08-05 16:34:21.911865-03:00,R$ 539.000,"Avenida Olinda, Park Lozândes",105 m²,3,2,4,R$ 420,R$ 550,apartamentos
2021-08-05 16:34:21.912309-03:00,R$ 370.000,"Jardim Goiás, Goiânia",86 m²,3,2,2,R$ 500,,apartamentos
2021-08-05 16:34:21.912725-03:00,R$ 620.772,"Rua 78, Jardim Goiás",132 m²,3,2,4,,,apartamentos
2021-08-05 16:34:21.913078-03:00,R$ 790.000,"Setor Bueno, Goiânia",149 m²,3,2,4,R$ 660,,apartamentos
2021-08-05 16:34:21.913485-03:00,R$ 250.000,"Jardim América, Goiânia",60 m²,2,1,1,R$ 320,,apartamentos
2021-08-05 16:34:21.913861-03:00,R$ 340.000,"Rua C146, Jardim América",92 m²,2,1,2,R$ 200,,apartamentos
2021-08-05 16:34:21.914477-03:00,R$ 600.000,"Rua T 52, Setor Bueno",110 m²,3,2,4,,,apartamentos
2021-08-05 16:34:21.914971-03:00,R$ 215.000,"Rua Dona Stela, Setor Negrão de Lima",52 m²,2,1,1,R$ 248,R$ 250,apartamentos
2021-08-05 16:34:21.915485-03:00,R$ 750.365,"Rua C237, Jardim América",120 m²,3,2,5,,,apartamentos
2021-08-05 16:34:21.915895-03:00,R$ 200.000,"Avenida Oeste, Setor Central",71 m²,3,1,2,R$ 439,R$ 985,apartamentos
2021-08-05 16:34:21.916374-03:00,R$ 570.000,"Rua T 52, Setor Bueno",67 m²,2,1,2,R$ 320,,apartamentos
2021-08-05 16:34:21.916816-03:00,R$ 210.000,"Avenida Laguna, Jardim Atlântico",58 m²,2,1,2,R$ 360,R$ 25,apartamentos
2021-08-05 16:34:21.917626-03:00,R$ 410.000,"Setor Pedro Ludovico, Goiânia",87 m²,3,2,3,R$ 470,,apartamentos
2021-08-05 16:34:21.918326-03:00,R$ 355.000,"Rua T 36, Setor Bueno",111 m²,4,2,3,R$ 700,R$ 1.000,apartamentos
2021-08-05 16:34:21.918925-03:00,R$ 680.000,"Serrinha, Goiânia",110 m²,4,3,5,R$ 640,R$ 880,apartamentos
2021-08-05 16:34:21.919428-03:00,R$ 2.650.000,"Avenida Americano do Brasil, Setor Marista",317 m²,4,4,6,,,apartamentos
2021-08-05 16:34:21.919778-03:00,R$ 490.000,"Rua T 58, Setor Bueno",138 m²,4,1,3,R$ 721,R$ 2.100,apartamentos
2021-08-05 16:34:21.920214-03:00,R$ 1.200.000,"Jardim Goiás, Goiânia",168 m²,3,3,4,R$ 760,R$ 1.500,apartamentos
